"y" "intercept" "treatment" "time" "treatXtime" "region"
8.20736773926603 1 0 1 0 27
1.67447987261975 1 0 0 0 27
11.2043464376534 1 0 1 0 36
2.09971392341375 1 0 0 0 36
25.1828404685131 1 1 1 1 4
8.42546816480157 1 1 0 0 4
9.65183394962748 1 0 1 0 19
0.210933244786988 1 0 0 0 19
24.0286433814975 1 1 1 1 49
5.36973879765073 1 1 0 0 49
26.7311130793929 1 1 1 1 19
6.50885359415389 1 1 0 0 19
9.56677642084205 1 0 1 0 19
2.15652899800988 1 0 0 0 19
24.2139219287059 1 1 1 1 1
8.52707679284956 1 1 0 0 1
25.7040668983457 1 1 1 1 30
3.21878334509875 1 1 0 0 30
25.9918670280418 1 1 1 1 19
5.33137197901769 1 1 0 0 19
7.4898692327699 1 0 1 0 43
1.69173691943312 1 0 0 0 43
7.54901059414878 1 0 1 0 36
0.969192138041672 1 0 0 0 36
8.11606099039183 1 0 1 0 40
-0.385344555615899 1 0 0 0 40
10.1848098007046 1 0 1 0 41
2.21690234334785 1 0 0 0 41
7.39043130783993 1 0 1 0 19
3.77316206608284 1 0 0 0 19
25.6031114858794 1 1 1 1 43
5.58270590688279 1 1 0 0 43
26.2658988498781 1 1 1 1 37
7.24186828764321 1 1 0 0 37
10.1618911082409 1 0 1 0 19
2.9738843869444 1 0 0 0 19
9.78335785807074 1 0 1 0 19
1.91244361923268 1 0 0 0 19
24.5673034513592 1 1 1 1 43
5.46193275027862 1 1 0 0 43
8.01753596853537 1 0 1 0 37
1.70596056557299 1 0 0 0 37
23.2104593178347 1 1 1 1 7
9.06736694237175 1 1 0 0 7
10.7083162408342 1 0 1 0 43
0.411684609616192 1 0 0 0 43
24.4302348018456 1 1 1 1 30
5.34004966995203 1 1 0 0 30
10.1030372485292 1 0 1 0 31
1.88209833551315 1 0 0 0 31
25.3582464780916 1 1 1 1 30
5.95962879142412 1 1 0 0 30
8.93937201787348 1 0 1 0 30
3.93549591154804 1 0 0 0 30
8.68071161009032 1 0 1 0 43
4.14461329572438 1 0 0 0 43
6.80973277949426 1 0 1 0 37
2.82676869348512 1 0 0 0 37
