"y" "intercept" "treatment" "time" "treatXtime" "region"
10.5575452933307 1 0 1 0 27
2.36205442248474 1 0 0 0 27
30.2829070690808 1 1 1 1 36
5.41217776801553 1 1 0 0 36
22.5284175385777 1 1 1 1 4
5.87133539425822 1 1 0 0 4
26.2293200804443 1 1 1 1 19
6.96833524548862 1 1 0 0 19
6.71153082152505 1 0 1 0 49
0.262625294643631 1 0 0 0 49
9.03790014117185 1 0 1 0 19
-0.161000923580546 1 0 0 0 19
28.0205004940181 1 1 1 1 19
5.00393053263362 1 1 0 0 19
22.0598589787393 1 1 1 1 1
5.21501554713031 1 1 0 0 1
29.1063565748654 1 1 1 1 30
3.5813715183479 1 1 0 0 30
27.6625598433001 1 1 1 1 19
5.10642988336031 1 1 0 0 19
10.9435412054453 1 0 1 0 43
-0.301303906314652 1 0 0 0 43
8.92465569616601 1 0 1 0 36
5.00548605351614 1 0 0 0 36
10.0285508735819 1 0 1 0 40
1.69760560235869 1 0 0 0 40
24.1848878593249 1 1 1 1 41
5.06180213158645 1 1 0 0 41
25.4927975208741 1 1 1 1 19
4.49305101371001 1 1 0 0 19
23.3490530228929 1 1 1 1 43
6.61495623961899 1 1 0 0 43
33.2768488201147 1 1 1 1 37
6.78038187952561 1 1 0 0 37
24.0277266453523 1 1 1 1 19
3.57258014903547 1 1 0 0 19
8.389469761252 1 0 1 0 19
2.18281605387488 1 0 0 0 19
10.4896084874945 1 0 1 0 43
2.43280695878493 1 0 0 0 43
31.6255395316644 1 1 1 1 37
6.28307551217866 1 1 0 0 37
9.74333738135766 1 0 1 0 7
0.879357671079606 1 0 0 0 7
9.17503621948323 1 0 1 0 43
2.35540198822681 1 0 0 0 43
29.1326264268874 1 1 1 1 30
7.15682997970005 1 1 0 0 30
22.1652301897035 1 1 1 1 31
8.31496822698408 1 1 0 0 31
9.27663067330329 1 0 1 0 30
2.32922722198401 1 0 0 0 30
29.3559573357321 1 1 1 1 30
9.27906964408217 1 1 0 0 30
23.3834843187496 1 1 1 1 43
6.23860661038275 1 1 0 0 43
28.8892587084732 1 1 1 1 37
7.51260386601883 1 1 0 0 37
30.0090741185796 1 1 1 1 19
6.06031239048657 1 1 0 0 19
25.584527766271 1 1 1 1 56
4.27891876606819 1 1 0 0 56
24.5609263258345 1 1 1 1 36
5.77876984655854 1 1 0 0 36
28.8537961684279 1 1 1 1 30
5.4975169660711 1 1 0 0 30
12.0002961036113 1 0 1 0 19
1.1691423283969 1 0 0 0 19
27.9713574216744 1 1 1 1 19
5.3404787430342 1 1 0 0 19
8.44303720408199 1 0 1 0 24
-0.183761473248458 1 0 0 0 24
